0.1504	Well, that's what gave me such a scare, you see.	STORIES
0.1563	For its philosophy of: we are what's told of us.	NEWS
0.1571	I've got the land, but no time to work on it.	STORIES
0.1655	I wouldn't thrust myself on him, if I were you.	STORIES
0.1665	Of course you know what they were, those that are missing?	STORIES
0.1665	There's no real precedent for us to follow, he said.	NEWS
0.1668	You get the best of both worlds, but you're rooted in neither.	NEWS
0.1683	Well, what are we going to do about it, boys?	STORIES
0.1685	He turned to his men and said: "The thralls have done it."	STORIES
0.1687	There is no culture in consumerism, it's from another opera.	NEWS
0.1691	He said he would take it only as a favor to me.	STORIES
0.1693	I have been unable to speak to Françoise since her marriage.	NEWS
0.1694	If I wear them I shall have them made over for me.	STORIES
0.1709	I thought I'd come and walk with you, he said.	STORIES
0.1715	That may be; but he needn't have left us anything.	STORIES
0.1737	I have listened to all these proposals - I am not insensitive to them.	EUROPARL
0.1738	As to that, ma'am, I have no interest in the matter.	STORIES
0.1746	Jump in, my boy, and we'll take you over.	STORIES
0.1758	Come, they cried, "thank him for that, farmer".	STORIES
0.1768	He is pointing out our house to the man that is riding with him.	STORIES
0.1772	He hadn't made it up yet, and I helped him do it.	STORIES
0.1772	That's the queer part of it, returned the other, promptly.	STORIES
0.1784	But, early as it was, his mother, was down before him.	STORIES
0.1785	Probably he was telling him that he had a mortgage on it.	STORIES
0.1788	There are many achievements and many challenges we are facing.	NEWS
0.1801	Even if it were painted it wouldn't come up to this.	STORIES
0.1801	That is strange, as you both live in the same village.	STORIES
0.1803	Don't try to run, or it will be the worse for you.	STORIES
0.1807	You've got to earn your own living, and your son's.	STORIES
0.1809	With this race, we want to stand out from the crowd.	NEWS
0.1812	That is what we should be doing and how we should be handling it.	EUROPARL
0.1815	My father wants me to be a professional man -- a lawyer.	STORIES
0.1817	Well, we can't stop them from doing that, I suppose.	STORIES
0.1821	Let 'em come on, if they want to mix up with us.	STORIES
0.1822	It is due to-day, as, of course, you know.	STORIES
0.183	He has been taking tea at our house and I accompanied him home.	STORIES
0.1833	He has done more than he vowed to do, people said.	STORIES
0.1835	Perhaps they come from the land that we are going to find.	STORIES
0.1838	There's a great deal of difference between the country and the city.	STORIES
0.1839	I had no idea of such a thing when I came here.	STORIES
0.184	And then the words "you pay" are in a pool of blood.	NEWS
0.184	Don't you want to go home, and carry the news?	STORIES
0.1845	In other places, people don't think about it he said.	NEWS
0.186	We will go in and see what kind of a place it is.	STORIES
0.1863	The place is hers, not mine, and she must decide.	STORIES
0.1864	To be able to play against them, that is pure happiness!	NEWS
0.1865	I will, of course, inform the President of what you have said.	EUROPARL
0.1867	In that case, he decided, "I will certainly foreclose.	STORIES
0.1868	My wife decided for marriage on paper, and I respect it.	NEWS
0.1868	We all appreciate the kindly spirit that causes you to make it to us.	STORIES
0.188	As the mother of my professor, the desire was only natural.	STORIES
0.1881	All in all, a number of details still need to be looked at.	EUROPARL
0.1884	I'll have to get myself a language course, he quips.	NEWS
0.1886	In this he set up those statues that had been in his old temple.	STORIES
0.1887	He told me to engage somebody, and he would pay the bill.	STORIES
0.1887	I hope for an agreement, but the situation is very ambivalent.	NEWS
0.1889	I've heard him drum, and he's just a corker at it.	STORIES
0.1892	There's another walk which I prefer; I mean to Prospect Pond.	STORIES
0.1894	Then you think he can't send any money to his mother?	STORIES
0.1896	He's a soloist and has built a career west of where we are.	NEWS
0.1897	So they did, and there was a great hill of things around it.	STORIES
0.1899	But where there is no will, nor should there be money from us.	EUROPARL
0.1899	Gladly, and help her too, after you have told me more.	STORIES
0.1899	Squire Leech, you yourself gave us time to consult what to do.	STORIES
0.1901	And it is no bad place, cried some of the men.	STORIES
0.1903	In this case, the lessons to be learned are not complicated.	NEWS
0.1905	There is a good chance of this, but particular efforts are still needed.	EUROPARL
0.1908	I don't call it hard, it is only just and legal.	STORIES
0.191	I felt like I was in a luxury store, he recalls.	NEWS
0.1914	But I will never go again for all the skins in the woods.	STORIES
0.1916	There are the hills and fields, The streams and rocks that I love.	STORIES
0.1919	If the law has been broken, it is a matter for the police.	NEWS
0.192	I have my husband's word for it, said the widow.	STORIES
0.1921	You must establish yourself in the city when you are ready to practice.	STORIES
0.1925	But some men lay down on the benches and drew their cloaks over themselves.	STORIES
0.1925	Turning round, he found that it was the landlord who had called him.	STORIES
0.1926	Although he is talking, he is asleep and thus, he is resting.	NEWS
0.1927	By the way, there is a boy from your town visiting my son.	STORIES
0.1931	I beg your pardon, sir; we are ready to pay.	STORIES
0.1931	has in his shop, for he was pleased to let me root around.	STORIES
0.1935	Yes, a bunch of them have gone in a mighty queer way.	STORIES
0.1937	For both these reasons, my own group cannot be expected to cooperate.	EUROPARL
0.1944	Some leaves are lost, some are torn, all are yellow and crumpled.	STORIES
0.1952	If I get a legacy, I'll take you into my store.	STORIES
0.1952	You came up here after you saw Karl off on the train?	STORIES
0.1953	I should think he would, considering your high position in society.	STORIES
0.1955	If the court summoned her, she said, she would refuse to go.	NEWS
0.1959	And you can take possession of the house, can't you?	STORIES
0.1967	You said the owner of that boat was an intimate friend of yours.	STORIES
0.1969	I shouldn't think you'd want to accept it, though.	STORIES
0.197	It's a real art form, and you need time and steady nerves.	NEWS
0.197	Just like you, old fellow, to cheer me up like that.	STORIES
0.1977	That made the little den as tight as a drum, eh?	STORIES
0.1977	Yes, he's shielding it from the breeze till it gets strong.	STORIES
0.1978	For that matter, we don't have to go far to find examples.	NEWS
0.198	The child's mother'll never forget you, be sure of that.	STORIES
0.198	The question that is bothering me is, where did he get it?	STORIES
0.198	When I'm long gone, I want someone to remember him.	NEWS
0.1982	Then I think I will cut my hair, the king laughed.	STORIES
0.1987	In that point, I suppose, my readers will fully agree with him.	STORIES
0.1987	No, he will find it hard to pay his own expenses.	STORIES
0.1988	For a while he walked the land as though he were in a dream.	STORIES
0.1988	If there is more than you need, I can sell the surplus.	STORIES
0.1988	Some said they plan to go to end of the world parties.	NEWS
0.199	I want to be a young mother, doesn't matter the candidate.	NEWS
0.1992	The most we admit is that we mean to make a try for it.	STORIES
0.1994	Furthermore, there are many paragraphs to which we have specific objections, e.g.:	EUROPARL
0.1997	But, on each occasion, a central authority controls and handles the exchanges.	NEWS
0.1997	I will do so with pleasure, said our hero, politely.	STORIES
0.1999	As I held it in my fingers, it grew into a tall tree.	STORIES
0.1999	They jumped up and ran to the shore and stood there with hungry eyes.	STORIES
0.2	But near the end of the flight there was technical damage to the missile.	NEWS
0.2001	I don't believe he was sane when he made the will.	STORIES
0.2002	Substitution by substitution, it was overwhelming and we couldn't resist.	NEWS
0.2003	We have very little good society, I am sorry to say.	STORIES
0.2004	Luckily, on the way to the tram, I found the right place.	NEWS
0.2004	Men ran after us shouting, but our legs were as good as theirs.	STORIES
0.2005	There is chaos on many roads, and trains and flights have been cancelled.	NEWS
0.2008	The car then turned off and drove away - the driver is being traced.	NEWS
0.2015	He bore hard on the rudder, but he could not turn the ship.	STORIES
0.2015	However, I am not very comfortable with some of the wording in it.	EUROPARL
0.2024	It turns out that most of them are interested and enjoy working with us.	NEWS
0.2026	Why, we can camp right in the woods if it comes to it.	STORIES
0.2027	Then the men swung the sail to the wind, and we moved off.	STORIES
0.2029	I've made up my mind never to go back until he's found.	STORIES
0.2032	I don't mean even, for I know your boat is better.	STORIES
0.2034	In other sectors, this directive has been extended to other fields of application.	EUROPARL
0.2038	And even the bloody slogan of the whole campaign attests to this.	NEWS
0.2038	Limiting something is setting up the next step, meaning, overcoming.	NEWS
0.204	As to that, the boy certainly acted in a very low manner.	STORIES
0.204	Obviously, your rival has to get in front of you no matter what.	NEWS
0.204	We have, alongside this, an absolute commitment to the universal service obligation.	EUROPARL
0.2041	I have never seen so fair a land as this seems to be.	STORIES
0.2042	For the rest, it is difficult to establish a hierarchy among the candidates.	NEWS
0.2049	If it finds favourable conditions in Montreal, it will go there.	NEWS
0.2051	Or alternatively we would be forced out of the market in the respective sector.	NEWS
0.2052	And then, applications can also come from all the instrumentation that surrounds research.	NEWS
0.2053	But it must be something very unusual that urges you to do this.	STORIES
0.2055	See, he has laid the basket down, and stands guard over it.	STORIES
0.2057	He ran in the woods and climbed the hills and waded in the creek.	STORIES
0.2057	I'd hate to have either of them know anything about this trouble."	STORIES
0.2059	Since God orders all things, we ought not to be discouraged.	STORIES
0.2059	There I put the pilot's seat and a strong tiller for the rudder.	STORIES
0.206	It is also what we want, namely trust between the producer and consumer.	EUROPARL
0.2062	I consider myself lucky to have a wonderful family that is doing well.	NEWS
0.2065	I may paint a gloomy picture, but we do have reason for hope.	EUROPARL
0.2069	However, this does not mean that we could have done more or better.	EUROPARL
0.207	Then he walked to the king's feast hall and went through the door.	STORIES
0.2071	He still does not know what he will do with the chunks of stone.	NEWS
0.2075	Fathers looked at their children and thought, they are not learning much.	STORIES
0.2076	I think you said she had a son; does he earn anything?	STORIES
0.2078	They're copper coins, you know and I don't suppose worth much.	STORIES
0.2079	Of course, we shall live in a brownstone front, uptown.	STORIES
0.2081	They decided to split, soon after they found out that she was pregnant.	NEWS
0.2084	Unfortunately, there is no agreement about what new and additional means.	NEWS
0.2087	We abstained on this report, even the amended version.	EUROPARL
0.2088	He was on the way to town to deliver a big load of truck.	STORIES
0.2089	They'll provide receptacles for trash, and see that everybody uses them.	STORIES
0.209	If the author of the amendment agrees, we could proceed in that way.	EUROPARL
0.2091	A police spokesman said there is no connection between the woman and the suspects.	NEWS
0.2092	Clearly, however, there are many losers following a conference of this kind.	EUROPARL
0.2094	He was unsuccessful and the fire brigade had to bring the fire under control.	NEWS
0.2095	They hung his sword over his shoulder and laid his spear by his side.	STORIES
0.2101	It has always been the task of democracy to curb the power of princes.	EUROPARL
0.2104	Perhaps you will build a house there when you are a rich man.	STORIES
0.2105	I am obliged to go back to the hotel to write a letter.	STORIES
0.2109	The time bomb here is the deficit of the budgets of cities and villages.	NEWS
0.2112	He was a selfish man, wholly wrapped up in the pursuit of wealth.	STORIES
0.2113	But I signed it, he says half angrily, half resignedly.	NEWS
0.2113	But that would mean having to scrutinise our policies and cut back on them.	EUROPARL
0.2113	Shall I leave the den shut up as it is, then?	STORIES
0.2113	So you will still be in business so that you can make a living?	NEWS
0.2116	The Commission is prepared to undertake this task if that is what is decided.	EUROPARL
0.2116	We have all noticed that you are not gay as you used to be.	STORIES
0.2116	Where people are so poor as we are, every little helps.	STORIES
0.2117	The difficulty of the challenge is also raised with each increase in computing power.	NEWS
0.2118	He can no longer stand them, the voices that abuse and insult him.	NEWS
0.2119	Havířov's "deregulatory" desk is certainly not overwhelmed with questions.	NEWS
0.212	There were a lot of points scored in a short amount of time.	NEWS
0.2121	It is up to the Member State to decide whether a strike is legal.	EUROPARL
0.2121	Temple spoke quietly, as if it were no great matter, after all.	STORIES
0.2121	The advantages are already there; they are visible and everyone stands to gain.	EUROPARL
0.2121	Think of the ugly feelings he's made me have toward my own brother.	STORIES
0.2121	Those who have the interest and the drive will always find our door open.	NEWS
0.2123	Instead, he said, a period of disagreement is likely, even inevitable.	NEWS
0.2128	Subsidiarity must serve some purpose, however, and not act as a screen.	EUROPARL
0.2128	They can be reached on foot only by those who are into mountain climbing.	NEWS
0.2129	Accordingly he employed a competent man, who had the general supervision of them.	STORIES
0.2131	If he's convicted on all counts, he could face a life sentence.	NEWS
0.2131	In this world, red is a compromise between artist, image-maker and society.	NEWS
0.2134	This is also something we must put a stop to in an effective way.	EUROPARL
0.2137	You must not touch the shoes with the scissors, to avoid any damage.	NEWS
0.2139	Quite in earnest, mother; only it is better than a dream.	STORIES
0.2141	We need commitment from the government if we are to get the funding together.	EUROPARL
0.2143	Money has not been the key factor in the job market for a while.	NEWS
0.2144	Some made a barrier, and the police moved in to methodically arrest them.	NEWS
0.2145	An acquaintance of a friend of mine was being pestered on a social network.	NEWS
0.2146	This ambivalence must be thought through, in order that it can be bypassed.	NEWS
0.2151	But I would also urge Parliament to be prepared to negotiate in these matters.	EUROPARL
0.2152	But without the support of the Parliament you will be left with just slogans.	NEWS
0.2157	I am afraid I can't earn that much, he answered.	STORIES
0.2157	Unfortunately, we believe that some of the proposed amendments do not improve it.	EUROPARL
0.2157	replied the boy, whose face was white with the horror of it all.	STORIES
0.2158	He threw the bag as far as he could into the woods!	STORIES
0.216	And he rejects the opposition's characterisation of the new president as lacking substance.	NEWS
0.216	I can't, father; I don't feel well to-day.	STORIES
0.216	There was an experiment with rats, who were sent to space with foetus.	NEWS
0.2162	A solution to the problem birds, however, is far from within reach.	NEWS
0.2162	According to the analysts, the market shows signs of fatigue at the moment.	NEWS
0.2163	It is a matter of legal security, an efficient administration and effective democracy.	EUROPARL
0.2164	The technology from the fifties is of very little use for any other purpose.	NEWS
0.2164	We are dealing with a very important piece of legislation and with important articles.	EUROPARL
0.2166	No other woman in the world knows so much about herbs as she does.	STORIES
0.2167	It is actually scandalous that these are not available in time for our debate.	EUROPARL
0.2172	Both are based on a three-pillar model with state, company and private provision.	EUROPARL
0.2175	Everything you could want in terms of beauty and comfort - at your fingertips.	NEWS
0.2175	He loves well-educated people who come from good backgrounds, and they love him.	NEWS
0.2176	But his parents reacted with skepticism when he took the book home to study.	NEWS
0.2176	So that was where they came together, a uniformed organization, at last.	STORIES
0.2176	So they kept up the good work after the scout master had left them.	STORIES
0.2176	You had better carry it home before you go round with the others.	STORIES
0.2178	You shall punish any man who steals or murders or does any wicked thing.	STORIES
0.2179	The flags were flying at half mast at all government buildings in the country.	NEWS
0.218	According to an ancient legend, pagan gods used to live on the mountain.	NEWS
0.2181	I am tired of sea, sea, sea, and nothing else.	STORIES
0.2181	Information about this rail track is only known from press articles of the time.	NEWS
0.2186	Nobody wants the eurozone to remain unstable and turbulent, he said.	NEWS
0.2186	She was a ballet dancer and a free style and oriental dances' specialist.	NEWS
0.219	Furthermore, I think that a media code of conduct is impractical.	EUROPARL
0.219	Here is a pair of pantaloons; but they are pretty well worn.	STORIES
0.219	It's not even unthinkable that not all of the financing will be needed.	NEWS
0.219	The matter examines the type of damage that is brought to the sporting spirit.	NEWS
0.2191	That spot in my palm burns, and my heart aches to see you.	STORIES
0.2192	And the mobile operator-entirely logically has a monopoly on its network.	NEWS
0.2192	Standing on these logs were a few cattle and sheep and horses and pigs.	STORIES
0.2195	I have received many letters about the fact that it is an emotive issue.	EUROPARL
0.2197	It is still not clear if the state can get by without this money.	NEWS
0.2199	During his time there in the Forties, all political views had been accepted.	NEWS
0.2202	The work must under no circumstances be used as an excuse to delay enlargement.	EUROPARL
0.2205	I'm looking forward to finding out whether that's happening here, too.	NEWS
0.2208	The all important announcements will come after the election, whoever wins it.	NEWS
0.221	The students are entitled to be granted leeway allowing and promoting initiative.	NEWS
0.2213	The money was coming from private as well as public banks, they added.	NEWS
0.2214	By its very nature, the service industry is less suited to this approach.	EUROPARL
0.2214	That would explain that he was detained with such a large sum of money.	NEWS
0.2217	This yields growing poverty and an increasing void between the poor and the rich.	NEWS
0.2218	To catch the personality of these artists taking pictures of the scene is over.	NEWS
0.2223	Without a social safety net, they say, the choice would be irresponsible.	NEWS
0.2227	This episode has shown that the precautionary principle that was applied made sense.	NEWS
0.2228	There are issues to be borne in mind to ensure that it works well.	EUROPARL
0.2228	They carry out statistical programmes and are responsible for inspections and the monitoring system.	EUROPARL
0.2229	But several local players, on the other hand, claimed substantial economic help.	NEWS
0.2233	Conflict is inevitable, but must be overcome by the desire to walk together.	NEWS
0.2234	The building has remained flexible and light despite the constraints, problems and conversions.	NEWS
0.2239	Finally, ordinary criminals and corrupt inspectors are at the lowest level.	NEWS
0.2243	The environment is the area which will constitute a stumbling block in the negotiations.	EUROPARL
0.2245	The locals started to call it the House of bones for its organic shapes.	NEWS
0.2245	The recruitment procedures must be transparent to avoid all abuse; that is obvious.	EUROPARL
0.2252	It provides companies with computers, servers and other equipment and provides necessary servicing.	NEWS
0.2254	So there's nothing else to do but to choose based on the brand-name.	NEWS
0.2256	Consistency and honesty should be the hallmarks of our dealings with any applicant country.	EUROPARL
0.2257	Do you see yourself as a person from the right, or the left?	NEWS
0.226	On the network, users debated this innovation via tweets on internet.	NEWS
0.2261	Their stories are mostly taken from memoirs, letters and other already published material.	NEWS
0.227	Profits from these sales were nevertheless paid to his Foundation for children in difficulty.	NEWS
0.2271	I hope so because I think it's an unfair model for the consumer.	NEWS
0.2272	In this country, human papilloma viruses are also frequently found in young people.	NEWS
0.2275	I have mixed with people I never thought I would be able to approach.	NEWS
0.2278	Mr President, what is being asked for here is a recipe for chaos.	EUROPARL
0.228	In this respect, the tenor of the common resolution is far too one-sided.	EUROPARL
0.2282	Neither atmospheric scientists nor oceanographers can adequately account for the speed of the changes.	NEWS
0.2282	This type of notebook is said to be highly prized by writers and travellers.	NEWS
0.2284	People have voted for a senate that will make it difficult to enforce changes.	NEWS
0.2286	This is a consumer protection measure and also a measure to enhance consumer confidence.	EUROPARL
0.2287	I believe that this innovative approach will provide an example for others to follow.	EUROPARL
0.2289	Also he will notify him about the immediate release order issued by the judge.	NEWS
0.2289	An ancient city which was established shortly after the Spaniards had colonized the island.	NEWS
0.229	I would be grateful if the President-in-Office of the Council could clarify this point.	EUROPARL
0.229	The main focal point of the reform is the effort to improve financial management.	EUROPARL
0.2297	I assume that the brain is not busy enough and creates its own entertainment.	NEWS
0.2297	I totally agree with all the proposals tabled by the Commission on this issue.	EUROPARL
0.2299	Pictures and personal items, including clothing and surfboards, were also on display.	NEWS
0.2301	I hope this obligation will actually be applied if it comes to the crunch.	EUROPARL
0.2302	The existing schemes, which lacked uniformity, will thus be harmonised and simplified.	EUROPARL
0.2302	We are also critical of the decisions taken with regard to the LIFE programme.	EUROPARL
0.2303	Instead, it is horribly like a condemned man being strangled secretly.	NEWS
0.2304	It was so good!, much better than going to the amusement park.	NEWS
0.2304	Sceptics gave voice for their doubts regarding the plan on both sides, too.	NEWS
0.231	How this works in practice will become clear when the authority has to act.	EUROPARL
0.2311	A good stylist can work with a single piece of clothing in different ways.	NEWS
0.2312	For the elder children that were at school clothes and shoes would be perfect.	NEWS
0.2312	The analyst does not consider that volatility is going to affect the market trend.	NEWS
0.2316	But for objective reasons it is hard to cover fast food with a union.	NEWS
0.2322	This approach must include the guarantee of a dignified, independent, self-sufficient lifestyle.	EUROPARL
0.2324	Above all, at higher levels, extra care should be taken while driving.	NEWS
0.2327	Selective aid, such as market support and a grass subsidy, are essential.	EUROPARL
0.2331	Company's strong business position is ensured by its strong internal and external image.	NEWS
0.2332	In addition, a stronger social safety net has helped to shield the poor.	NEWS
0.2332	The question whether they will be active in the company will only arise later.	NEWS
0.2333	Prizes were awarded for the best tricks-or manoeuvres performed on the slope.	NEWS
0.2335	However, what constitutes an insult and how this should be sanctioned remains unclear.	NEWS
0.2336	Many of my works are hits, with clearly reflected relevance and acuity.	NEWS
0.2336	There is no good way to halt gossip that has already begun to spread.	NEWS
0.2336	They opened the windows a bit, so the dogs could get fresh air.	NEWS
0.2338	If we stick just to the official and certifiable facts, we discover that:	NEWS
0.2339	Their favourite meals include large number of flour, meat, and sweet dishes.	NEWS
0.2341	We have a proposal that elevates homosexuality to the same position as holy marriage.	EUROPARL
0.2355	If hygiene legislation is inadequate in this area it will have to be amended.	EUROPARL
0.2356	Generosity, love of life are the features of the vibrant actor just disappeared.	NEWS
0.2361	He raves: "A cheap and poor stone, simple and earthy."	NEWS
0.2362	These charges still exist, both for exchanging cash and for making cross-border payments.	EUROPARL
0.2364	Actually, the rise in real estate prices has exceeded the growth in salaries.	NEWS
0.2365	So much the worse if this should trigger a trade war, he said.	NEWS
0.2366	Children who are treated for drunkenness at the hospital repeatedly are not an exception.	NEWS
0.2367	He had not yet had a chance to speak after being taken into custody.	NEWS
0.2369	The BRH can only audit federal money, known to us as state funds.	NEWS
0.2371	We must avoid lending any support to content which goes against the said interests.	EUROPARL
0.2378	The connection between madness and dream has occupied philosophers and doctors since ancient times.	NEWS
0.2384	It is shipped from long-term storage warehouses by the mid-level management of these warehouses.	NEWS
0.2388	If this two-faced policy were stopped then many of the difficulties could be overcome.	EUROPARL
0.2392	Since the honourable Member said she would vote against, this amendment is repealed.	EUROPARL
0.2394	The anthem will also be featured in a unique live broadcast on Czech Television.	NEWS
0.2396	Her body was never her strong advantage and here is where she was punished.	NEWS
0.24	Whoever is judged to be losing is likely to shift course and seek compromise.	NEWS
0.2404	In contrast with the driving model, the collision model is not that good.	NEWS
0.2404	Modesty has prevented you from ending the list of rapporteurs with your own name.	EUROPARL
0.2404	The researchers put a small bucket with a moth larva in a vertical cylinder.	NEWS
0.2404	We should actively seek such cooperation and develop joint strategies with the applicant countries.	EUROPARL
0.2409	Out of precautionary considerations, it is useful to be clear about these substances.	EUROPARL
0.241	Yes, ran, because I had been subject to systematic bullying and intimidation.	NEWS
0.2412	The blind spots are equipped with retaining elastics, which are an ideal compromise.	NEWS
0.2415	We cannot find any legal grounds for excluding competition from these other domains.	EUROPARL
0.2417	It is then perfectly adapted to warm human body and spreads its pressure optimally.	NEWS
0.2417	This star birth was captured by the Hubble telescope in the M83 spiral galaxy.	NEWS
0.2417	Which is what I've been hoping for since my baptism with the Blues.	NEWS
0.2419	Place them in the midst of a pile of dirty, wet soccer kit.	NEWS
0.242	I must nevertheless emphasise that no instances of fraud or misappropriation have been detected.	EUROPARL
0.2421	The new restrictions disproportionately affect young people, minorities and people with low incomes.	NEWS
0.2425	People behave in unanticipated ways; there is as much base behavior as heroism.	NEWS
0.2426	Secondary and tertiary roads are wet, and may therefore also have icy patches.	NEWS
0.2437	But they also often destroy countries' long-term development potential by contaminating entire regions.	EUROPARL
0.2438	It will certainly be interesting to look at this issue from a broader perspective.	NEWS
0.2446	That is why we will vote in favour of the report on combating exclusion.	EUROPARL
0.2446	This makes it seem clear that it is better to only buy a phone.	NEWS
0.2447	Previous studies have shown that it is the testosterone that supports prostate cancer development.	NEWS
0.245	The military police charged with guarding him had apparently defected and joined his mutiny.	NEWS
0.2451	It was also necessary to multiply steps of protecting the fauna and the flora.	NEWS
0.2456	The safety issue was considered sufficiently serious for all affected parties to be informed.	NEWS
0.2458	Our debates within this Chamber increasingly resemble a series of monologues than real exchanges.	EUROPARL
0.2459	The next item is the debate on topical and urgent subjects of major importance.	EUROPARL
0.2462	It is important to ensure that aid funds are not used for military purposes.	EUROPARL
0.2463	From this point, early prevention, especially regular screening tests have fundamental significance.	NEWS
0.2473	Not only a good flavour, but silky softness and good texture are key.	NEWS
0.2478	They often stay in motels and park their van right outside their room window.	NEWS
0.2483	The report calls for qualitative and quantitative indicators of social exclusion to be established.	EUROPARL
0.2488	This renders the answer perceptual rather than factual and is often a red flag.	NEWS
0.249	She clarifies that if everything goes well, she will keep her first-born child.	NEWS
0.2493	Due to significant labour cost differences (salaries) there is pressure on prices.	NEWS
0.2495	During the measurement campaign elevated levels of sulphur dioxide were observed in some hot-spots.	EUROPARL
0.2495	Thermal bridge steel girders were strengthened or replaced and asbestos was removed from ceilings.	NEWS
0.25	He lives in the early Middle Ages amongst noblemen who make intoxicants from blood.	NEWS
0.2504	The Chamber of Deputies has passed this traditionally overlooked but most influential law easily.	NEWS
0.2508	The politicians' quarrels are much more interesting for the public than straight numbers.	NEWS
0.2508	These are domestic problems about the practical implementation of legislation relating to public contracts.	NEWS
0.2517	However, there are reasons for thinking it could just break their lethal stalemate.	NEWS
0.2518	Women can forget about emancipation; potential religious renegades will be executed; etc.	NEWS
0.2519	Special services are another very important area where innovation and modernisation must be encouraged.	EUROPARL
0.2521	We must therefore support all the measures designed to boost small and medium-sized enterprises.	EUROPARL
0.253	That is why we must link development aid to progress in human rights abuses.	EUROPARL
0.2538	Even die-hard architects and construction engineers shake their heads at the unknown construction materials.	NEWS
0.254	The water presumably came from comets or perhaps also asteroids that impacted with Mercury.	NEWS
0.254	There is clarification that interventions in the human germ line cannot be accepted.	EUROPARL
0.2544	Increasingly, an unrelieved patient will have the option of having such palliative sedation.	NEWS
0.2547	Getting comparable information about the noise around airports will be a big step forward.	EUROPARL
0.255	But we must also understand that nothing lasts forever, not even fish stocks.	EUROPARL
0.2555	This has been the phoney pre-Budget report. The markets realise this.	NEWS
0.2557	We must be able to rely on the fact that salmonella is being tackled.	EUROPARL
0.2584	We must remember that there are other means than necessarily revising the financial perspective.	EUROPARL
0.2587	That's hardly enough to declare that a new era of cooperation has arrived.	NEWS
0.26	The selection found on overflowing shelves has long since made this a genuine option.	EUROPARL
0.2671	Only then can we effectively combat discrimination in all the fields of human life.	EUROPARL
0.2724	Just who is going to benefit from this amended regulation which includes GMOs?	EUROPARL
0.299	Mr President, Commissioner, I would like to start by congratulating the rapporteur.	EUROPARL
0.3007	The question raised therefore provides the Presidency-in-Office with an opportunity to clarify several points.	EUROPARL
0.3011	I would warn our Heads of Government against taking an over-minimalist stance in Nice.	EUROPARL
0.3713	Marketing schemes for these bananas are also part of national and regional rural-development programmes.	EUROPARL
0.3833	It is a good report, based on a good paper from the Commission.	EUROPARL
0.3837	Need we remind ourselves that democracy does not boil down to having a vote?	EUROPARL
0.3878	It cannot serve as a basis for the establishment of a European constitution.	EUROPARL
0.3983	For years we have been pressing for the efforts being made to be harmonised.	EUROPARL
0.4033	We do not really have a common culture in Europe on these important points.	EUROPARL
0.4061	It remains to be seen if this changes in the light of current events.	EUROPARL
0.4066	In this context, the amendment refers to Article 14 of the Berne Convention.	EUROPARL
0.4079	Moreover, the two sides of industry have undertaken to work on this subject.	EUROPARL
0.408	Allow me to make a comment on Portugal, which has been mentioned here.	EUROPARL
0.4082	Slyness does not become us: we must build a Europe of economic cooperation.	EUROPARL
0.4108	That is to be welcomed, not feared as Mr Bonde seems to think.	EUROPARL
0.418	A future Constitution could set out in a clear and (relatively) concise way	EUROPARL
0.4183	Unfortunately, we all hoped that we would not have to discuss Colombia again.	EUROPARL
0.4185	With the exception of the British delegation, our group unanimously supports the Charter.	EUROPARL
0.4187	Any action by the two governments concerned is therefore limited by this international law.	EUROPARL
0.4199	Will he look at ways of expanding that section of the Community's budget?	EUROPARL
0.4208	Commissioner Barnier, you made this point a moment ago, and rightly so.	EUROPARL
0.4219	Mr President, we have spoken today about the importance and unimportance of reports.	EUROPARL
0.4253	With regard to the assessments in question, I will give just one example.	EUROPARL
0.4268	In future, recourse to the capital market should be the only option available.	EUROPARL
0.4275	What we need is an intelligent and flexible way of interpreting the present rules.	EUROPARL
0.429	The EU must have the highest possible standards of food safety for its citizens.	EUROPARL
0.4324	The reality as described in the annual report is, however, more sobering.	EUROPARL
0.4339	We will follow the developments in Russian society and internal politics with great interest.	EUROPARL
0.4365	Neither was there a qualified majority within this House to revert to Article 272.	EUROPARL
0.437	We urge the Colombian government again to investigate the precise circumstances of these crimes.	EUROPARL
0.439	People with the same business affairs in common are peacefully bound to one another.	EUROPARL
0.4432	However, as these provisions now stand, this mechanism cannot function correctly.	EUROPARL
0.446	The third block contains those amendments that have been most controversial during the procedure.	EUROPARL
0.4504	It is actually easier to defend the suburbs than it is to defend Morocco.	EUROPARL
0.4532	The second issue for this Ministerial Conference will cover combining work and family life.	EUROPARL
0.4566	Old deficits have not been made good and now new ones have come along.	EUROPARL
0.4572	I feel that this resolution marks a key point in Parliament's political initiative.	EUROPARL
0.4594	Mr President, I am totally opposed to what is happening here in Parliament.	EUROPARL
0.4605	Does anyone wish to speak in favour of this request for referral to committee?	EUROPARL
0.4649	Without the facts we are fighting fraud with one hand tied behind our back.	EUROPARL
0.4651	Mr President, first of all I must say that I welcome this report.	EUROPARL
0.4695	The NATO war destroyed too much and left too much suffering in its wake.	EUROPARL
0.4698	This will be an important tool in allowing criminals to be tried across Europe.	EUROPARL
